branch_name,address,city,branch_code
RANDBURG MALL,"308 OAK AVENUE,FERNDALE",,420205
"RANDBURG, TVL",CNR OAK & RETAIL AVENUE FERNDALE,,505705
RANDFONTEIN LOAN CENTRE,RANDFONTEIN STATION SHOPPING CENTRE,RANDFONTEIN,630671
RANDFONTEIN NORTH 8139,LIFEGRO GEBOU SEDESTR.,,630641
"RANDFONTEIN,TVL*",SHOP 45 VILLAGE SQUARE SHOPPING CENTRE,,334341
RANDPARK RIDGE,SHOP 23A RANDRIDGE MALL,GAUTENG,423905
RASC WITBANK,STAND 10 & 11 TECHNO PARK,MPUMALANGA,630703
RAYTON,1 TREURNICHT STREET,MPUMALANGA,630529
RBB COMM EC PE,72 RING ROAD,"PORT ELIZABETH, EASTERN CAPE",630491
RBB COMMERCIAL KEY PRETORIA,HILLCREST OFFICE PARK,"PREORIA, GAUTENG",630492
RBB COMMERCIAL MOKOPANE,ABSA BUILDING,NORTH WEST,630502
RBB COMMERCIAL PREM PRETORIA,"HILLCREST OFFICE PARK, LOURIE BUILDING 1ST FLOOR",PRETORIA,630503
RBB MID-CORPORATE PTEMIUM NW,"15 ALICE LANE , NORTON ROSE BUILDING",GAUTENG,630487
RBB PUBLIC SEC PREMIUM ACC,"15 ALICE LANE, NORTON ROSE BUILDING",GAUTENG,630332
RBB PUBLIC SECTOR PREMIUM NW,"15 ALICE LANE, NORTON ROSE BUILDING",GAUTENG,630486
RBS SEGMNT MANAGEMNT,16TH FLOOR ABSA TOWERS,GAUTENG,630522
RECREATION RD FISH HOEK,TOWN SQUARE CENTRE MAIN ROAD,,334309
REGIS HOUSE CAPE TOWN,"ABSA BUILDING , 136 ADDERLLEY STREET",,500109
"REITZ,O.V.S.",KERKSTRAAT 43,,334833
"REIVILO,K.P.",VOORTREKKERSTRAAT REIVILO,,334301
RETAIL DIRECT,C/O NOSSOB AND JOCHEMUS,,634705
RETAIL WEALTH,187 RIVONIA ROAD,SANDTON,630976
"RICHARDSBAAI,NTL",LAKEVIEW TERRACE 7 TRINIDAD PARKING AREA,,334230
"RICHMOND,K.P.",35 VOORTREKKER STREET,,334808
RINK STREET,30 RINK STREET PORT ELIZABETH,,514117
RISK REGULATORY SUPPORT WC,TIJGERPARK IV,WESTERN CAPE,630065
RISSIK STREET,"ALLIED HOUSE , 29 RISSIK STREET",,421405
RISSIKSTRAAT*,I B M GEBOU 124 MAIN ST,,301505
RIVER SQUARE THREE RIVERS,PICK & PAY CENTRE,GAUTENG,630887
"RIVERSDAL,K.P.",KERKSTRAAT,,334613
RIVERSIDE MALL NELSPRUIT,RIVERSIDE MALL SHOP 9,MPUMALANGA,630653
RIVERWALK POTCH,RIVERWALK SHOPPING CENTRE,NORTH WEST,630594
"RIVIERSONDEREND,K.P.",HOOFSTRAAT 23,,334212
RIVONIA TVL,BLOCK D GROUND FLOOR EDENBURG TERRACES,,509955
ROBERTSON K.P.,31 PAUL KRUGER STREET,,543113
"ROBERTSON,K.P.*",CNR PAUL KRUGER & SWELLENDAM STS,,334713
ROBERTVILLE,CNR. GRANVILLE & ANVILLE STREETS ROBERTSVILLE,,514305
ROGGE BAY,31 LOWER LONG STREET,WESTERN CAPE,630951
ROGGEBAAI SUB-BRANCH,LOWER LONGSTREET ROGGEBAAI,,630909
ROLYATS CENTRE KOKSTAD,ROLYATS CENTRE,KWA-ZULU NATAL,630918
ROODEPOORT 8044,"NADAN BUILDING,64 VAN WYK STREET",,630141
ROODEPOORT LOAN CENTRE,BERLUT HOUSE BUILDING,GAUTENG,630769
ROSEBANK CENTRAL 8054,UNITED BUILDING CNR.TYRWHITT &,,630805
ROSEBANK HUB,27 TYRWHITT AVENUE,GAUTENG,630581
ROSETTENVILLE 8086,UNITED BUILDING 210 MABEL STRE,"JOHANNESBURG , GAUTENG",630705
ROSETTENVILLE TVL,WINKEL NR 2 DONMAIN HOUSE,,335505
ROSSLYN PLAZA,"SHOP 2,3,4 ROSSTAX CENTRE,MARTINUS STREET",,335845
ROSSLYN TVL,"SHOP 23&4 ROSSTAX CENTRE,MATHINUS STREET",,537045
ROUX STREET BETHLEHEM,KERKSTRAAT 22,,420033
ROYAL CENTRE HERMANUS,HOOFWEG 67,,630212
RUSTENBURG,H/V BURGER- EN PRETORIUSSTRAAT,,334246
RUSTENBURG LOAN CENTRE,SHOP 22 FATIMA BHAYAT ROAD,NORTH WEST,630518
RUSTENBURG PLAZA,RUSTENBURG PLAZA,NORTH WEST,630595
SAB TAVERNS ACCOUNT,ABSA TOWERS NORTH 2E1,GAUTENG,630933
"SALDANHA,K.P.*",64 SALDANHA ROAD,,334511
SAN RIDGE SQUARE,SHOP 16 & 17 SAND RIDGE SQUARE,GAUTENG,630995
SANBEL BELLVILLE,SANBELSENTRUM OU PAARLWEG 2,,523410
SANCARDIA PRETORIA,SANCARDIA GEBOU WINKEL 1,,522945
SANCLARE CAPE TOWN,SANCLARE-GEBOU DREYERS,,507709
SANDTON 8055,LEVEL 5,,631005
SANDTON BUREAU DE CHANGE,SANDTON CITY SHOPPING CENTRE,,635005
SANDTON BUSINESS CENTRE,SANDOWN VILLAGE OFFICE PARK BLOCK A SANDOWN,,331155
SANDTON EXCLUSIVE,1ST FLOOR NELSON MANDELA SQUARE,GAUTENG,630720
SANLAM BRIDGING FINANCE,9 LOTHBURY STREET,"JOHANNESBURG, GAUTENG",630575
SANLAM HOME LOANS 101,"268 REPUBLIC ROAD GROUND FLOOR , BLOCK B",GAUTENG,630158
SANLAM HOME LOANS 102,268 REPUBLIC ROAD GROUND FLOOR BLOCK B,GAUTENG,630159
SANLAM NON RES CENTRE,9 LOTHBURY STREET,GAUTENG,630786
SANLAM SECURITISATION,160 MAIN STREET ABSA TOWERS,GAUTENG,630675
SANLAM TEMP RES CENTRE,9 LOTHBURY STREET,GAUTENG,630820
"SANNIESHOF,TVL",SPOORSTRAAT 21A,,334339
SANTYGER,313 DURBAN ROAD,BELLVILLE,630510
SANTYGER 2,SANTYGER BLDG WILLIE VAN SCHOOR AVE,,542510
"SASOLBURG,O.V.S.*",CNR FICHARDT & BELL STREET,,335036
SATELITE BENONI,EASTLANDS OFFICE PARK GROUND FLOOR CNR,,637256
SATELITE KIMBERLEY,ABSA REGIONAL OFFICE WILDFONTEIN WEG 80,,637356
SATELITE NELSPRUIT,ALLIED BUILDING 34 BROWN STREET,,637056
SATELITE PIETERMARITZBURG,SHOP 2 326 VICTORIA ROAD,PIETERMARITZBURG,637556
SATELITE PIETERSBURG,ABSA BUILDING 67 SCHOEMAN STREET,,636556
SATELITE RUSTENBURG,ABSA BUILDING CNR STADEN & BURGER STRS,,636756
SATELITE UPINGTON,CNR DONALD MURRAY & ZASTRON STREETS,,637456
SATELITE VEREENIGING,CNR VOORTREKKER & MARKET AVENUE,,637156
SAUERSTRAAT*,VOLKSKAS GEBOU MARKSTRAAT 74,,301405
SAVANNAH POLOKWANE,SAVANNAH MALL SHOP 4,LIMPOPO,630626
SCHOEMAN STREET POLOKWANE,76 SCHOEMAN STREET,LIMPOPO,501048
SCHOEMANSDAL,MATSAMO PLAZA,MPUMALANGA,630199
SCHOEMANSTRAAT PRETORIA*,"S.A.L.U.GEBOU, Z3-7691 GRONDVL",,323645
"SCHWEIZER-RENEKE,TVL*",SCHWEIZERSTRAAT 44,,334439
SCOTT STR. UPINGTON,TRUST BANK-SENTRUM,,502604
SCOTTBURG,12 SCOTT STREET,DURBAN,630586
SCOTTSVILLE,DURBAN ROAD,PIETERMARITZBURG,630382
SEA POINT 8101,CNR ARTHUR AND MAIN ROAD,,630309
SEBOKENG,SHOP D01C,SEBOKENG SOUTH,630723
SECUNDA,JOEP STEYN AVENUE,,420044
SECUNDA 8014,UNITED BLDG MAIN SHOPPING CENT,,630244
SECUNDA LOAN CENTRE,"GRAND PALACE BUILDING, SHOP 5A GROUND FLOOR",GAUTENG,630825
SEDGEFIELD,30 MAIN STREET,WESTERN CAPE,630303
SEICOURT,204 NIGEL ROAD,SPRINGS,630815
SEKURITEITE & VEREFFENINGSHUIS,6DE VLOER AVRIL MALAN GEBOU,,336005
"SENEKAL,O.V.S.*",VAN RIEBEEKSTRAAT 22,,335136
SENTRALE - CENTRAL DEPOT JHB,CENTRO CITY 11 TRUMP STREET,,505005
SENTRALE STAD DURBAN,320 WEST STREET,,512326
SENTRALE VERBANDE,BRANCH TO CLOSE,,510305
SENWABARWANA,BOCHUM PLAZA,LIMPOPO,630630
SENWES SATELITE,VOLKSKAS BUILDING CNR VAN DER WALT & PRETORUIS,,636956
SHALLCROSS,THE RODGE @ SHALLCROSS,KWA-ZULU NATAL,630379
SHELLY BEACH,SHOP 69 SHELLY CENTER,KWAZULU NATAL,630279
SHOPRITE CENTRE-POTGIETERUS,SHOP 19 VOORTREKKER CENTRE VOO,,630248
SHORT LOANS,136 PLANE ROAD,,635405
SIDDLE KLERKSDORP,CNR ANDERSON & DELVERS STREETS,,514438
SIEMERTWEG JHB TVL,SIEMERTWEG 54,,523305
SILVER MALL LOAN CENTRE,SILVER MALL LOAN CENTRE,"PRETORIA, GAUTENG",630738
"SILVERTON,TVL*",H/V PRETORIAWEG EN DE BOULEVAR,,334445
SINKING FUND DEPOSITS,15 ALLICE LANE,GAUTENG,630907
SINOVILLE BRAC AVE,SHOP 48 SINOVILLE SHOPPING CENTRE BRAC AVE,,637145
"SINOVILLE, PRETORIA",SINOVILLE SHOPPING CENTRE,,336945
SKUKUZA,BRANCH CLOSED / T TO WITRIVIER 334452,,334652
SMALL BUSINESS AGRI TNV FUN,TRUST BANK BUILDING,GAUTENG,630765
SMALL BUSINESS DRYDEN INTI,TRUST BANK BUILDING,GAUTENG,630766
SMALL BUSINESS MICRO FINANCE,"ABSA BUILDING 2ND FLOOR, 278 THIRTEENTH ROAD",GUATENG,630750
SMALL BUSINESS SUPP CENTRE,9 LOTHBURY ROAD,GAUTENG,630562
SMALL BUSS EMERG MARKETS FUND,TRUST BANK BUILDING,"JOHANNESBURG , GAUTENG",630296
"SMITHFIELD,O.V.S.",H/V PRESIDENT HOFFMANSTR EN JU,,334532
SOMERSET CENTRE,116 MAIN RD SOMERSET,,510412
SOMERSET MALL,SOMERSET MALL,WESTERN CAPE,630885
"SOMERSET-OOS,K.P.",H/V CHARLES EN UNIESTRAAT,,334418
SOMERSET-WES KP,116 MAIN ROAD SOMERSET,,334712
SONTONGA MALL DEMOUNTABLE,SONTONGA MALL,KATLEHONG,630806
SOSHANGUVE PICK & PAY,SOSHANGUVE PICK & PAY CENTRE,GAUTENG,630688
SOUTH DURBAN,JBS BUILDING 78 FIELD STREET,,420826
SOUTHDALE,SOUTHDALE-WINKELSENTRUM ALAMEI,,507305
SOUTHDOWNS,"SHOP 23 SOUTHDOWNS, SHOPPING CENTRE","CENTURION, PRETORIA",630512
SOUTHERNWOOD,"SHOP 20 - 22 MALCOMESS PARK, SHOPPING CENTRE",EAST LONDON,630543
SOUTHGATE,SHOP L 305 & 306 SOUTHGATE MALL CNR,,632405
SOUTHGATE TWO,SHOP L132 SOUTHGATE MALL,GAUTENG,630221
"SPRINGBOK,K.P.",VANDERSTELSTRAAT,,334306
SPRINGS,5TH AVENUE SPRINGS,,501642
SPRINGS VIERDESTRAAT,PALM SPRINGS WINKEL SENTRUM,,515842
SSC BUSHBUCKRIDGE,C/O HAZYVIEW & GRASKOP BUSHBUCKRIDGE SHOP,,630652
SSC MKUZE,MKUZE CENTRE SHOP 14/15,KWA ZULU NATAL,630276
SSC PIETERMARITZBURG,257 CHURCH STREET,"PIETERMARITZBURG, KWAZULU NTL",630272
ST DAVIDS PLACE PARKTOWN,CNR ST.DAVIDS PLACE & GIRTON RD,,335205
ST GEORGES SQUARE,ST GEORGES SQUARE SHOPPING CEN,WESTERN CAPE,630553
STAATSWEG WELKOM,TRUST BANK CENTRE MOOI STRAAT 106,,532935
"STANDERTON, TVL.",CHARL CILLIERSSTRAAT 39,,509243
STANGER,SHOP NO.6 GROUND FLOOR,,630129
STATION PLAZA LOAN CENTRE,STATION PLAZA 7TH AVENUE,WESTERN CAPE,630679
STEEN STREET RUSTENBURG 8066,CNR BURGER & PRETORIUS STREETS,,630146
STEENSTRAAT RUSTENBURG,BOOMSTRAAT 43 RUSTENBURG,,522646
STELLA,STELLASTRAAT,,334601
STELLENBOSCH,CNR PLEIN & RYNEVELD STS,,420010
STELLENBOSCH BUSINESS CENTRE,DIE OUDE BLOEMHOF 18 PLEIN STREET,,630910
STELLENBOSCH EIKESTAD MALL,"EIKESTAD MALL CENTRE,43 ANDRINGA STREET",,510210
STELLENBOSCH*,H/V PLEIN EN VAN RYNEVELDSTRAA,,334410
STERKSPRUIT,60 MAINSTREET,FREE STATE,630370
"STEYNSBURG,K.P.",47 SOMERSET STREET,,334518
"STEYNSRUS,O.V.S.",C/O CROSS AND PRESIDENT,,335236
STILBAAI,SHOP 9A FYNBOS CENTRE,EASTERN CAPE,630532
STILFONTEIN,CIVIC CENTRE,NORTH WEST,630596
STOCKENSTROM ST WORCESTER,STOCKENSTROMSTRAAT 25,,334607
STONE TOWERS KWT,STONE TOWERS,EASTERN CAPE,630838
"STRAND,K.P.*",KUSWEG 80,,334312
STRANDSTRAAT,ABSA BUILDING,,518909
STRIJDOMPARK RANDBURG,H/V LANGWASTRAAT EN HAMERLAAN,,515005
STRUCTURED TRADE FINANCE,15 TROYE STREET,GAUTENG,630778
STUDENT BUREAU BRAAMFONTEIN,SHOP 3 JORRISON PLACE CNR BERTHA & JORRISON STRS,,633805
STUDENT BUREAU PORT ELIZABETH,SHOP 5 SEAGATE SHOPPING CENTRE TORQUAY STREET,,630617
STUDENT BUREAU POTCHEFSTROOM,94 TOM STREET . POTCHEFSTROOM,,335538
STUDENT BUREAU STELLENBOSCH,"ELKESTAD MALL , 43 ANDRINGA STREET",,335810
STUDENT CENTRE BLOEMFONTEIN,"GROUND FLOOR ABSA FORUM BUILDING,C/O NELSON",BLOEMFONTEIN,630534
STUDENTS BUREAU RODEBOSCH,RIVERSIDE SHOPPING CENTRE,,420510
STUDENTS BUREAU TYGERBERG,TYGERBERG HOSPITAL TYGERBERG,,335710
SUIDER PAARL*,H/V HOOF EN CLIFTSTRAAT,,335010
SUMMERSTRAND,SHOP 2 SUMMERSTRAND,PORT ELIZABETH,420617
SUNNINGDALE,SHOP 18 WEST COAST VILLAGE,MILNERTON,630547
SUNNINGHILL,SUNNINGHILL SQUARE SHOPPING,GAUTENG,630259
SUNNYSIDE 8082,291 ESSELEN STREET,,630345
SUNNYSIDE CENTRAL,"ESSELENSTRAAT 187, SUNNYSIDE",,334545
SUNWARD PARK,PICK & PAY CENTRE SHOP 6,BOKSBURG,630650
SUTHERLAND STR MTHATA,60 SUTHERLAND STREETS,EASTERN CAPE,630911
"SUTHERLAND,K.P.",PIET RETIEFSTRAAT,,334908
SWARTRUGGENS,SAREL CELLIERSE ROAD,NORTH WEST,630908
"SWELLENDAM,K.P.",VOORTREKKERSTR 18 SWELLENDAM,,334813
TABLEVIEW,DELPHI ARCH OFFICE PARK RAATS DRIVE,,334409
TAMBOTIE MALL,"TAMBOTIE MALL SHOP 28, SHOP 28 GROUND FLOOR",GAUTENG,630043
TAUNG,TAUNG FORUM CENTRE,"KIMBERLEY , NORTHERN CAPE",630273
TEMBA,TEMBA SHOPPING CENTRE,GAUTENG NORTH,630375
TEN SIXTY SIX JOHANNESBURG,CNR KERK AND LOVEDAY STR. JOHA,,630205
TEN SIXTY SIX JOHANNESBURG8094,CNR KERK AND LOVEDAY STREETS,,630405
THABA 'NCHU,SHOP 2 ERF 16,FREE STATE,630371
"THABAZIMBI,TVL",RIETBOKSTRAAT NR. 1,,334346
THABONG,CONSTANTIA ROAD,"KEMPTON PARK, GAUTENG",630689
THE GROVE,SHOP L68 & L69,GAUTENG,630919
THE LINK-CLAREMONT,ABSA ON GROVE CNR MAIN AND GROVE AVENUE,,421109
"THEUNISSEN,O.V.S.",VAN HEERDENSTR 46,,334535
THIBAULT CAPE TOWN,UNITED HOUSE ADDERLEY ST,,630109
THLABANE,CNR MAKHENI & MOTSATSI STREETS,NORTH WEST,630707
THOHOYANDOU,THOHOYANDOU SPAR SHOPPING,NORTHERN PROVINCE,630263
THOHOYANDOU WEST,SHOP NO. 12,POLOKWANE,630154
THREE TWENTY ANGLO DURBAN,WESTSTRAAT 320,,536526
THULAMAHASHE,THULAMAHASHE PLAZA SHOP 6,POLOKWANE,630262
TIMBERSTRAAT PIETERMARITZBURG,FEDLIFE BUILDING 251 KERKSTRAAT,,532725
TOKAI,SHOP 106 BLUE ROUTE CENT,,631209
TOM JONES ST. BENONI,"ALLIED BUILDING , 21 TOM JONES",,420342
TOM ST POTCHEFSTROOM,TOMSTRAAT 94,,335138
TONGAAT,314 MAIN ROAD TONGAAT,,631626
TRADE ROUTE MALL LENASIA,SHOP U57 K53 NIRVANA ROAD,"JOHANNESBURG , GAUTENG",630402
TRANSACTION MANAGEMENT,ABSA TOWERS MAIN,GAUTENG,630938
TRANSVAAL CASH CONTROL CENTRE,CNR MANDEL & MODULUS ROAD,"JOHANNESBURG , GAUTENG",631905
TREASURY & INTERNET BANKING,31 ST FLOOR SANLAM CENTRE,,632505
TRICHARDT,26 PAUL KRUGER STREET,,630879
TROMPSBURG,VOORTREKKERSTRAAT,,334732
TRUSTBANK CENT.LEDGERS DEPOT,BRANCH TO CLOSE,,526405
TRUSTBANK-KAART,1STE VLOER AFRICAN LIFE GEBOU,,536005
TSAKANE MALL,"SHOP 43, CORNER MODJOAJI AND MALANDELA STREET",GAUTENG,630989
TSHWANE MARKET,HALL A TSHWANE FRESH PRODUCE MARKET,GAUTENG,630947
TSOLO FFPB,ERF 99 THURSTON STREET,EASTERN CAPE,630291
TUBATSE CROSSING,CNR KRUIS STREET & DIRK WINTERBACH STREET,LIMPOPO,630089
TULBACH RURAL MINI BRANCH,32A VAN DER STEL STREET,,630207
TWEETORING BFN,H/V FLOREATLAAN EN CHARLESSTRA,,539234
TYBERBERG BUSINESS CENTRE,"1ST FLOOR,TIJGER PARK WILLIE VAN SCHOOR DRIVE",,630810
TYGERBERG,SANLAM CENTRE SHOP 113 BANKING,,528910
TYGERVALLEY 2,SANTYGER BLDG 313 DURBAN RD.TYGERVALLEY,,334110
TYGERVALLEY CENTRE,TYGERVALLEY SHOPPING CENTRE SHOP 107,BELLVILLE,630635
TYRWHITT AVE ROSEBANK,UNITED BLDG C/O TYRWHITT & ROSEBANK AVE,,422105
TYRWHITT AVENUE TRAVEL HUB,SHOP 1 CRADOCK HEIGHT CNR CRADOCK,,638605
TZANEEN MALL,ABSA BUILDING DANIE JOUBERT STREET,,504549
UITENHAGE 2,CALEDON STREET 104,,630116
UITENHAGE 3,104 CALEDON STREET,,334416
"UITENHAGE, KP",CALEDONSTRAAT 104,,504016
ULUNDI,ULUNDI SHOPPING CENTRE ULUNDI,,630330
UMBILO,SHOP 27 QUEENSMEAD MALL,KWAZULU NATAL,630582
UMHLANGA RIDGE,EASTCOAST RADIO HOUSE 314 UMHLANGA ROCKS,,510829
UMLAZI,SHOP V02 UMLAZI MEGA CITY,KWAZULU - NATAL,630378
UMLAZI LOAN CENTRE,SHOP 2 1319 UMLAZI,KWA-ZULU NATAL,630716
UNIBANK - RUBENSTEIN,"278 13TH ROAD , ERAND GARDENS","JOHANNESBURG , GAUTENG",630167
UNIBANK AXTION BRANCH,CENTRO CITY BUILDING,JOHANNESBURG,635105
UNIBANK FUNDING-GAUTENG,"278 13TH ROAD , ERAND GARDENS","JOHANNESBURG , GAUTENG",630168
UNION FINANCE,18TH FLOOR SANLAM CENTRE,JOHANNESBURG GAUTENG,635505
"UNIONDALE,K.P.",VOORTREKKERSTRAAT 40,,334315
UNITED BANK HEAD OFFICE 8011,160 MAIN STREET,,631505
UNIVERSITY OF ZULULAND,39 MAXWELL STREET,KWAZULU NATAL,630061
"UPINGTON,K.P.",SCHRODERSTRAAT 40,,334304
URBANS BLDG GEORGE,106 YORK STR,,509814
USAID / FUND,15 TROYE STREET,GAUTENG,630999
VAAL MALL VANDERBIJL,C/O BARRAGE ROAD &,GAUTENG,630361
VAALGATE LOAN CENTRE,VAALGATE SHOPPING CENTRE,GAUTENG,630701
VALEY GARDENS SAXONWORLD,"PICK & PAY HYPERMARKET, SHOP 29A",GAUTENG,630836
VALHALLA,WINKEL NR 3,,335445
VALLEY GARDENS JOHANNESBURG,PICK & PAY HYPERMARKET,,422705
VAN DER WALT STR LOAN CENTRE,SHOP 3 PROVINCIAL HOUSE,GAUTENG,630704
VAN EYSSEN ST PAROW 8092,UNITED BLDG 141 VOORTREKKER RD,,630210
VAN RIEBEECK EDENVALE,41 VAN RIEBEECK AVENUE,,420042
VAN RIEBEECK MALL EDENVALE,VAN RIEBEECK MALL,,507442
VAN WYK STREET ROODEPOORT,TRUST BANK SENTRUM VAN WYKSTRA,,503841
VANDERBIJLPARK 8076,VESCO BUILDING BEYER STREET,,630237
VANGATE,SHOP 1 RABAT COMPLEX,WESTERN CAPE,630376
VENDOR CASH MANAGEMENT,"2ND FLOOR, TRUST BANK BUILDING",GAUTENG,630949
"VENTERSDORP,TVL",CARMICHAELSTRAAT 44,,334539
"VENTERSTAD,K.P.",H/V TENANT EN VAN DER WALTSTRA,,334618
VEREENIGING 8023,CENTURION & EUFEES BLDG CNR LESLIE & MERRIMAN ST,,630137
VEREENIGING LOAN CENTRE,CNR MARKET AVENUE & VOORTREKKER STREET,GAUTENG,630523
VERMEULENSTRAAT PTA,VERMEULENSTRAAT 240 PRETORIA,,517245
VERULAM,CNR WICK & MOSS STREET VERULAM,,631526
"VICTORIA-WES,K.P.",KERKSTRAAT 31,,335008
VICTORY PARK,THE TARRACE SHOPPING CENTRE CNR RUSTENBURG,JOHANNESBURG,630360
"VILJOENSKROON,O.V.S.",C/O ENGELBRECHT & CHURCH STREETS,,335336
VILLAGE SQUARE AMANZITOTI 8053,UNITED BLD BJORSETH CRESCENT AMANZIMTOTI,,630127
"VILLIERS,O.V.S.",HOOFSTRAAT 24B,,335033
"VILLIERSDORP,K.P.",HOOFSTRAAT 26,,334612
VINCENT LOAN CENTRE EL,11 DEVEREUX AVENUE,EAST LONDON,630678
VINCENT PARK SUB-BRANCH,SHOP 57 VINCENT PARK,EAST LONDON,420121
VIRGIN MONEY ADM LOANS CENTRE,11 ALICE LANE,GAUTENG,630412
VIRGIN MONEY H/L PROC UNIT,11 ALICE LANE,GAUTENG,630411
VIRGIN MONEY HOME BRANCH,11 ALICE LANE,GAUTENG,630413
VIRGIN MONEY INS OPERATIONS,11 ALICE LANE,GAUTENG,630408
VIRGIN MONEY RET CREDIT CENT,11 ALICE LANE,GAUTENG,630407
VIRGINIA 8142,UNITED BUILDING 21HERDENKING S,,630235
"VIRGINIA,O.V.S.*",VIRGINIA-TUINE NR.32,,334635
VISHOEK KAAPSTAD,TOWN SQUARE-SENTRUM HOOFWEG,,548809
VMSA CHARGEBACKS,VOLKSKAS BUILDING,GAUTENG,630567
VODACOM MICRO LOANS,ABSA TOWERS,GAUTENG,630578
VODACOM TRANSAC ACCOUNT,ABSA TOWERS,GAUTENG,630580
"VOLKSRUST,TVL*",JOUBERTSTRAAT 49B,,334343
VON WIELLIGH STREET,THE BESTINVER COMPANY CENTRE,"JOHANNESBURG , GAUTENG",514805
VOORTEKKER ST KEMTON PARK,TRUST BANK-SENTRUM,,504442
VOORTREKKER STR MALMESBURY,50 VOORTREKKER ROAD,,525507
VOORTREKKER ALBERTON,36 ALBERTON BOULEVARD,,420442
VOORTREKKER RD GOODWOOD,124 VOORTREKKER ROAD,,334610
VOORTREKKER RD PAROW,GROUND & FIRST F4 21 MCINTYRE STREET,,334310
VOORTREKKER ROAD POTGIETERSRUS,VOORTREKKERWEG 76,,504648
VOORTREKKER ST VEREENIGING,VOORTREKKERSTRAAT 24,,334337
VOORTREKKERSWEG PRETORIA,NORTH PARK MALL C/O RACHEL DE BEER & EMILY,PRETORIA,509045
VOSLOORUS,18381 SA SEKOTI AVENUE,GAUTENG,630813
"VREDE,O.V.S.",KERKSTRAAT 43,,334443
"VREDEFORT,O.V.S.",ORANJESTRAAT 16,,335436
VREDENBURG K.P.,HOOFSTRAAT 6 VREDENBURG,,521911
VREDENDAL,VOORTREKKERSTRAAT 15,,504906
VRYBURG,MARKSTRAAT 88,,503601
W/CAPE GOVERMENT BANKING BRNCH,10 OSWALD PIRROW STREET,WESTERN CAPE,638909
WADEVILLE TVL,H/V STARK EN BARFOOTWEG,,513542
WALKER DRIVE,"WALKER DRIVE SHOPPING CENTRE , SHOP 31",PORT ELIZABETH,630253
WALMER PARK,SHOP 23/26 WALMER PARK SHOPPING CENTRE MAIN ROAD,,639017
WALMER SIXTH AVE,SHOP G17 6TH AVENUE SHOPPING CENTRE,"PORT ELIZABETH, EASTERN CAPE",630537
WARDEN STREET HARRISMITH,31A SOUTHEY STREET,FREE STATE,420133
"WARDEN,O.V.S.",39 PIET RETIEF STREET,,334933
"WARRENTON,K.P.",UYSSTRAAT 54B,,334501
WATERCREST MALL,SHOP LG 12,KWAZULU NATAL,630086
WATERFALL MALL,1 AUGRABIES AVE CASHEN EXT 12,,334646
WATERFRONT,UNION CASTLE BUILDING,WESTERN CAPE,630884
WAVERLEY,WAVERLEY SHOPPING CENTRE 1116 HERTZOG ST WAVERLY,,337245
WELKOM,CNR RYK & ELIZABETH STS,,420035
WELKOM,CNR RYK & ELIZABETH,,630135
WELKOM LOAN CENTRE,32 BOK STREET,FREE STATE,630712
WELKOM SOUTH,C/O RYK & ELIZABETH STR.,,501835
WELLINGTON RD DURBANVILLE,CNR OXFORD & WELLINGTON STREETS,,539310
WELLINGTON*,KERKSTRAAT 35-37,,334510
WESFLEUR,SHOP LS15 ATLANTIS SHOPPING,DASSENBERG,630197
"WESSELSBRON,O.V.S.",ABSA BUILDING ERWEE STREET,FREE STATE,334835
WEST RAND RAC 8050,UNITED BLDG 20 GOLDMAN STREET,,630541
WEST STREET PARK LOAN CENTRE,SHOP 4/5 WEST STREET PARKADE,GAUTENG,630762
WESTBURGER STREET BLOEMFONTEIN,ALLIED HOUSE C/O MAITLAND & WE,,420134
WESTERN CAPE SMME FUND,"ABSA TOWERS WEST, 3RD FLOOR ORANGE",GAUTENG,630151
WESTERN CAPE USAID FUND,"ABSA TOWERS WEST, 3RD FLOOR ORANGE",GAUTENG,630139
WESTGATE BANKING MALL,"SHOPS 177 & 178,WESTGATE SHOPPING CENTRE",,420741
WESTGATE CENTRE,WESTGATE SHOPPING CENTRE L49,ROODEPOORT,630659
WESTGATE MALL CAPE TOWN,SHOP 27 WESTGATE MALL,"CAPE TOWN , WESTERN CAPE",630953
WESTGATE TVL,WESTGATE BANKING MALL SHOP L25 WESTGATE SHOP,,513641
"WESTONARIA,TVL*",PAKEMANSTRAAT 3,,334641
WESTVILLE,BUCKINGHAM TERRACE,KWA ZULU NATAL,630598
WIERDA PARK,177 KOEDOE STREET,"PRETORIA, GAUTENG",630665
"WILLOWMORE,K.P.",KNYSNASTRAAT 41,,334414
WILOPPIES,AUSTIN CROSSING CENTRE,KLERKSDORP,630667
"WINBURG,O.V.S.",SOUTHEY TERRACESTR 4,,334935
WINDERMERE DURBAN,WINDERMERE CENTRE,"DURBAN , KWA ZULU NATAL",630623
WINKELSPRUIT,"KINGSBURGH CENTRE, SHOP 29 PICK & PAY",DURBAN,630585
WITBANK,TRUST BANK CENTRE EADIE STREET,,420050
WITBANK CHEQUE PROCESSING,,,624550
WITBANK LOAN CENTRE,,,630682
"WITBANK, TVL",CNR HAIG & RHODES ST,,503750
"WITRIVIER,TVL*","WHITE RIVER SQUARE , SHOP 22 ERF 2513",MPUMALANGA,334452
WOBURN AVENUE BENONI,SANBURN GEBOU WOBURNSTRAAT 68,,502042
